,qid,Questions,Option1,Option2,Option3,Option4,Option5,Answer,sub_diff,diff_lev,cat,lev
638,638,"A hall is 15 m long and 12 m broad. If the sum of the areas of the floor and the ceiling is equal to the sum of the areas of four walls, the volume of the hall is:",720,900,1200,1800,,Answer: Option C,2,2,aptitude,8.0
639,639,66 cubic centimetres of silver is drawn into a wire 1 mm in diameter. The length of the wire in metres will be:,84,90,168,336,,Answer: Option A,1,2,aptitude,7.0
640,640,"A hollow iron pipe is 21 cm long and its external diameter is 8 cm. If the thickness of the pipe is 1 cm and iron weighs 8 g/cm3, then the weight of the pipe is:",3.6 kg,3.696 kg,36 kg,36.9 kg,,Answer: Option B,0,2,aptitude,6.0
641,641,A boat having a length 3 m and breadth 2 m is floating on a lake. The boat sinks by 1 cm when a man gets on it. The mass of the man is:,12 kg,60 kg,72 kg,96 kg,,Answer: Option B,2,2,aptitude,8.0
642,642,"50 men took a dip in a water tank 40 m long and 20 m broad on a religious day. If the average displacement of water by a man is 4 m3, then the rise in the water level in the tank will be:",20 cm,25 cm,35 cm,50 cm,,Answer: Option B,1,2,aptitude,7.0
643,643,The slant height of a right circular cone is 10 m and its height is 8 m. Find the area of its curved surface.,30 m2,40 m2,60 m2,80 m2,,Answer: Option C,2,2,aptitude,8.0
644,644,A cistern 6m long and 4 m wide contains water up to a depth of 1 m 25 cm. The total area of the wet surface is:,49 m2,50 m2,53.5 m2,55 m2,,Answer: Option A,2,2,aptitude,8.0
645,645,"A metallic sheet is of rectangular shape with dimensions 48 m x 36 m. From each of its corners, a square is cut off so as to make an open box. If the length of the square is 8 m, the volume of the box (in m3) is:",4830,5120,6420,8960,,Answer: Option B,1,2,aptitude,7.0
646,646,The curved surface area of a cylindrical pillar is 264 m2 and its volume is 924 m3. Find the ratio of its diameter to its height.,3 : 7,7 : 3,6 : 7,7 : 6,,Answer: Option B,1,2,aptitude,7.0
647,647,A cistern of capacity 8000 litres measures externally 3.3 m by 2.6 m by 1.1 m and its walls are 5 cm thick. The thickness of the bottom is:,90 cm,1 dm,1 m,1.1 cm,,Answer: Option B,1,2,aptitude,7.0
648,648,What is the total surface area of a right circular cone of height 14 cm and base radius 7 cm?,344.35 cm2,462 cm2,498.35 cm2,None of these,,Answer: Option C,1,2,aptitude,7.0
649,649,"A large cube is formed from the material obtained by melting three smaller cubes of 3, 4 and 5 cm side. What is the ratio of the total surface areas of the smaller cubes and the large cube?",2 : 1,3 : 2,25 : 18,27 : 20,,Answer: Option C,1,2,aptitude,7.0
650,650,"How many bricks, each measuring 25 cm x 11.25 cm x 6 cm, will be needed to build a wall of 8 m x 6 m x 22.5 cm?",5600,6000,6400,7200,,Answer: Option C,1,2,aptitude,7.0
