,cid,qno,type,qid,diff_level,res_time,correctness,next_diff
697,23,7,0,9,easy,49,0,easy
698,23,8,0,189,easy,11,0,easy
699,23,9,0,147,easy,39,1,easy
700,23,0,1,351,medium,37,0,easy
701,23,1,1,309,easy,24,1,easy
702,23,2,1,219,easy,26,0,easy
703,23,3,1,236,easy,7,0,easy
704,23,4,1,394,easy,42,1,easy
705,23,5,1,276,easy,45,1,easy
706,23,6,1,286,easy,32,1,easy
707,23,7,1,348,easy,17,0,easy
708,23,8,1,346,easy,57,0,easy
709,23,9,1,385,easy,30,0,easy
710,23,0,2,588,medium,47,1,medium
711,23,1,2,446,medium,32,1,medium
712,23,2,2,493,medium,24,0,easy
713,23,3,2,572,easy,43,0,easy
714,23,4,2,498,easy,57,0,easy
715,23,5,2,444,easy,13,1,medium
716,23,6,2,460,medium,36,1,medium
717,23,7,2,482,medium,56,0,easy
718,23,8,2,554,easy,14,0,easy
719,23,9,2,634,easy,23,1,easy
720,24,0,0,85,medium,36,1,medium
721,24,1,0,129,medium,31,0,easy
722,24,2,0,183,easy,50,0,easy
723,24,3,0,201,easy,16,0,easy
724,24,4,0,112,easy,11,1,medium
725,24,5,0,127,medium,37,0,easy
726,24,6,0,6,easy,10,1,medium
727,24,7,0,100,medium,11,1,hard
728,24,8,0,56,hard,56,0,medium
729,24,9,0,173,medium,57,1,medium
730,24,0,1,426,medium,35,1,medium
731,24,1,1,313,medium,60,1,medium
732,24,2,1,347,medium,59,1,medium
733,24,3,1,330,medium,16,1,hard
734,24,4,1,397,hard,16,1,hard
735,24,5,1,255,hard,23,0,medium
736,24,6,1,306,medium,24,1,medium
737,24,7,1,376,medium,36,0,easy
738,24,8,1,254,easy,40,0,easy
739,24,9,1,394,easy,38,0,easy
740,24,0,2,591,medium,26,0,easy
741,24,1,2,546,easy,42,0,easy
742,24,2,2,541,easy,18,1,medium
743,24,3,2,439,medium,55,0,easy
744,24,4,2,519,easy,42,1,easy
745,24,5,2,437,easy,7,0,easy
746,24,6,2,575,easy,32,1,easy
747,24,7,2,468,easy,25,1,easy
748,24,8,2,615,easy,5,1,medium
749,24,9,2,569,medium,12,1,hard
750,25,0,0,165,medium,54,1,medium
751,25,1,0,41,medium,17,0,medium
752,25,2,0,61,medium,5,1,hard
753,25,3,0,136,hard,60,1,hard
754,25,4,0,84,hard,59,0,medium
755,25,5,0,51,medium,50,0,easy
756,25,6,0,201,easy,39,1,easy
757,25,7,0,70,easy,25,0,easy
758,25,8,0,10,easy,52,0,easy
759,25,9,0,46,easy,29,0,easy
760,25,0,1,364,medium,40,1,medium
761,25,1,1,215,medium,58,0,easy
762,25,2,1,276,easy,23,0,easy
763,25,3,1,241,easy,46,0,easy
764,25,4,1,405,easy,23,0,easy
765,25,5,1,325,easy,23,0,easy
766,25,6,1,350,easy,56,1,easy
767,25,7,1,340,easy,28,0,easy
768,25,8,1,424,easy,28,0,easy
769,25,9,1,388,easy,24,0,easy
770,25,0,2,533,medium,55,0,easy
771,25,1,2,554,easy,8,1,medium
772,25,2,2,475,medium,25,0,easy
773,25,3,2,463,easy,43,0,easy
774,25,4,2,474,easy,53,1,easy
775,25,5,2,615,easy,9,0,easy
776,25,6,2,510,easy,53,0,easy
777,25,7,2,444,easy,28,0,easy
778,25,8,2,635,easy,41,0,easy
779,25,9,2,508,easy,6,0,easy
780,26,0,0,62,medium,16,0,medium
781,26,1,0,1,medium,51,1,medium
782,26,2,0,208,medium,11,0,medium
783,26,3,0,171,medium,23,0,easy
784,26,4,0,88,easy,31,1,easy
785,26,5,0,176,easy,27,0,easy
786,26,6,0,48,easy,54,0,easy
787,26,7,0,109,easy,48,1,easy
788,26,8,0,213,easy,21,1,easy
789,26,9,0,29,easy,49,0,easy
790,26,0,1,288,medium,43,1,medium
791,26,1,1,306,medium,29,0,easy
792,26,2,1,375,easy,28,1,easy
793,26,3,1,283,easy,17,1,medium
794,26,4,1,259,medium,9,0,medium
795,26,5,1,275,medium,55,0,easy
796,26,6,1,392,easy,21,0,easy
797,26,7,1,408,easy,42,0,easy
798,26,8,1,323,easy,29,0,easy
799,26,9,1,236,easy,46,1,easy
800,26,0,2,439,medium,17,1,hard
801,26,1,2,545,hard,16,1,hard
802,26,2,2,623,hard,53,0,medium
803,26,3,2,639,medium,31,0,easy
804,26,4,2,606,easy,59,0,easy
805,26,5,2,498,easy,48,1,easy
806,26,6,2,558,easy,53,0,easy
807,26,7,2,435,easy,59,1,easy
808,26,8,2,466,easy,8,0,easy
809,26,9,2,565,easy,22,0,easy
810,27,0,0,202,medium,7,1,hard
811,27,1,0,14,hard,22,1,hard
812,27,2,0,135,hard,26,0,medium
813,27,3,0,53,medium,57,0,easy
814,27,4,0,176,easy,28,1,easy
815,27,5,0,59,easy,53,1,easy
816,27,6,0,153,easy,58,1,easy
817,27,7,0,88,easy,59,1,easy
818,27,8,0,109,easy,54,0,easy
819,27,9,0,111,easy,60,1,easy
820,27,0,1,299,medium,25,0,easy
821,27,1,1,286,easy,16,0,easy
822,27,2,1,405,easy,38,1,easy
823,27,3,1,219,easy,11,0,easy
824,27,4,1,348,easy,21,0,easy
825,27,5,1,321,easy,58,0,easy
826,27,6,1,430,easy,9,1,medium
827,27,7,1,403,medium,41,1,medium
828,27,8,1,415,medium,13,1,hard
829,27,9,1,308,hard,47,1,hard
830,27,0,2,576,medium,11,0,medium
831,27,1,2,645,medium,44,0,easy
832,27,2,2,447,easy,32,1,easy
833,27,3,2,573,easy,47,0,easy
834,27,4,2,444,easy,60,0,easy
835,27,5,2,487,easy,43,0,easy
836,27,6,2,597,easy,23,1,easy
837,27,7,2,508,easy,38,1,easy
838,27,8,2,522,easy,57,0,easy
839,27,9,2,556,easy,53,1,easy
840,28,0,0,129,medium,35,0,easy
841,28,1,0,117,easy,11,1,medium
842,28,2,0,83,medium,16,0,medium
843,28,3,0,28,medium,50,0,easy
844,28,4,0,97,easy,40,1,easy
845,28,5,0,11,easy,29,1,easy
846,28,6,0,74,easy,24,0,easy
847,28,7,0,209,easy,56,1,easy
848,28,8,0,189,easy,20,1,medium
849,28,9,0,205,medium,42,0,easy
850,28,0,1,327,medium,7,1,hard
851,28,1,1,242,hard,50,0,medium
852,28,2,1,263,medium,55,1,medium
853,28,3,1,294,medium,58,1,medium
854,28,4,1,301,medium,5,0,medium
855,28,5,1,418,medium,6,1,hard
856,28,6,1,270,hard,27,1,hard
857,28,7,1,302,hard,44,1,hard
858,28,8,1,367,hard,32,0,medium
859,28,9,1,222,medium,28,0,easy
860,28,0,2,456,medium,13,1,hard
861,28,1,2,557,hard,50,1,hard
862,28,2,2,570,hard,28,1,hard
863,28,3,2,613,hard,19,1,hard
864,28,4,2,473,hard,20,1,hard
865,28,5,2,561,hard,53,0,medium
866,28,6,2,493,medium,41,1,medium
867,28,7,2,504,medium,44,1,medium
868,28,8,2,502,medium,57,0,easy
869,28,9,2,583,easy,45,1,easy
870,29,0,0,51,medium,33,0,easy
871,29,1,0,4,easy,16,0,easy
872,29,2,0,178,easy,36,0,easy
873,29,3,0,147,easy,10,0,easy
874,29,4,0,151,easy,31,0,easy
875,29,5,0,199,easy,33,1,easy
876,29,6,0,192,easy,35,1,easy
877,29,7,0,80,easy,60,1,easy
878,29,8,0,15,easy,19,1,medium
879,29,9,0,100,medium,49,0,easy
880,29,0,1,285,medium,58,0,easy
881,29,1,1,304,easy,51,1,easy
882,29,2,1,365,easy,29,1,easy
883,29,3,1,393,easy,47,1,easy
884,29,4,1,219,easy,47,1,easy
885,29,5,1,399,easy,55,0,easy
886,29,6,1,360,easy,6,0,easy
887,29,7,1,425,easy,58,0,easy
888,29,8,1,388,easy,37,1,easy
889,29,9,1,243,easy,51,0,easy
890,29,0,2,553,medium,18,1,hard
891,29,1,2,484,hard,27,0,medium
892,29,2,2,642,medium,20,1,hard
893,29,3,2,585,hard,44,0,medium
894,29,4,2,502,medium,46,0,easy
895,29,5,2,622,easy,29,0,easy
896,29,6,2,516,easy,8,1,medium
897,29,7,2,505,medium,60,0,easy
898,29,8,2,627,easy,48,1,easy
899,29,9,2,640,easy,7,0,easy
900,30,0,0,49,medium,29,1,medium
901,30,1,0,150,medium,51,0,easy
902,30,2,0,203,easy,10,1,medium
903,30,3,0,105,medium,28,0,easy
904,30,4,0,73,easy,11,1,medium
905,30,5,0,65,medium,8,0,medium
906,30,6,0,92,medium,13,1,hard
907,30,7,0,99,hard,39,0,medium
908,30,8,0,72,medium,9,1,hard
909,30,9,0,40,hard,30,1,hard
910,30,0,1,344,medium,37,0,easy
911,30,1,1,430,easy,41,0,easy
912,30,2,1,217,easy,42,1,easy
913,30,3,1,300,easy,7,0,easy
914,30,4,1,424,easy,41,0,easy
915,30,5,1,392,easy,55,1,easy
916,30,6,1,295,easy,27,1,easy
917,30,7,1,340,easy,43,0,easy
918,30,8,1,282,easy,14,0,easy
919,30,9,1,412,easy,42,0,easy
920,30,0,2,639,medium,32,0,easy
921,30,1,2,586,easy,8,0,easy
922,30,2,2,625,easy,15,1,medium
923,30,3,2,588,medium,45,0,easy
924,30,4,2,513,easy,55,0,easy
925,30,5,2,635,easy,16,1,medium
926,30,6,2,482,medium,39,1,medium
927,30,7,2,525,medium,31,0,easy
928,30,8,2,474,easy,44,0,easy
929,30,9,2,490,easy,11,0,easy
930,31,0,0,114,medium,30,1,medium
931,31,1,0,210,medium,30,0,easy
932,31,2,0,153,easy,43,1,easy
933,31,3,0,68,easy,54,1,easy
934,31,4,0,178,easy,49,1,easy
935,31,5,0,211,easy,15,1,medium
936,31,6,0,150,medium,45,1,medium
937,31,7,0,186,medium,21,0,easy
938,31,8,0,166,easy,12,1,medium
939,31,9,0,145,medium,60,1,medium
940,31,0,1,232,medium,26,1,medium
941,31,1,1,301,medium,48,0,easy
942,31,2,1,423,easy,5,1,medium
943,31,3,1,240,medium,50,0,easy
944,31,4,1,338,easy,26,0,easy
945,31,5,1,280,easy,34,0,easy
946,31,6,1,424,easy,56,1,easy
947,31,7,1,286,easy,57,1,easy
948,31,8,1,307,easy,6,0,easy
949,31,9,1,412,easy,48,0,easy
950,31,0,2,534,medium,10,0,medium
951,31,1,2,619,medium,46,1,medium
952,31,2,2,636,medium,21,1,medium
953,31,3,2,569,medium,28,1,medium
954,31,4,2,612,medium,36,1,medium
955,31,5,2,571,medium,23,1,medium
956,31,6,2,647,medium,54,1,medium
957,31,7,2,512,medium,48,0,easy
958,31,8,2,514,easy,60,0,easy
959,31,9,2,537,easy,30,1,easy
960,32,0,0,106,medium,57,0,easy
961,32,1,0,130,easy,49,0,easy
962,32,2,0,199,easy,53,1,easy
963,32,3,0,195,easy,54,1,easy
964,32,4,0,159,easy,25,1,easy
965,32,5,0,184,easy,58,1,easy
966,32,6,0,48,easy,54,1,easy
967,32,7,0,147,easy,18,0,easy
968,32,8,0,80,easy,54,0,easy
969,32,9,0,17,easy,41,0,easy
970,32,0,1,415,medium,29,1,medium
971,32,1,1,269,medium,46,0,easy
972,32,2,1,321,easy,44,1,easy
973,32,3,1,243,easy,18,0,easy
974,32,4,1,257,easy,53,0,easy
975,32,5,1,319,easy,20,1,medium
976,32,6,1,351,medium,42,0,easy
977,32,7,1,252,easy,5,1,medium
978,32,8,1,380,medium,59,0,easy
979,32,9,1,390,easy,47,0,easy
980,32,0,2,482,medium,36,1,medium
981,32,1,2,539,medium,45,0,easy
982,32,2,2,558,easy,35,0,easy
983,32,3,2,634,easy,56,0,easy
984,32,4,2,633,easy,18,1,medium
985,32,5,2,455,medium,11,0,medium
986,32,6,2,642,medium,23,1,medium
987,32,7,2,566,medium,8,1,hard
988,32,8,2,608,hard,59,0,medium
989,32,9,2,647,medium,51,1,medium
990,33,0,0,149,medium,12,0,medium
991,33,1,0,121,medium,5,0,medium
992,33,2,0,41,medium,7,1,hard
993,33,3,0,19,hard,16,1,hard
994,33,4,0,155,hard,34,1,hard
995,33,5,0,182,hard,59,1,hard
996,33,6,0,36,hard,54,1,hard
997,33,7,0,156,hard,57,0,medium
998,33,8,0,113,medium,51,0,easy
999,33,9,0,15,easy,57,1,easy
1000,33,0,1,277,medium,37,0,easy
1001,33,1,1,325,easy,6,1,medium
1002,33,2,1,351,medium,34,0,easy
1003,33,3,1,342,easy,12,1,medium
1004,33,4,1,415,medium,38,0,easy
1005,33,5,1,360,easy,41,1,easy
1006,33,6,1,286,easy,42,1,easy
1007,33,7,1,399,easy,24,0,easy
1008,33,8,1,375,easy,54,0,easy
1009,33,9,1,241,easy,11,1,medium
1010,33,0,2,528,medium,6,1,hard
1011,33,1,2,579,hard,28,0,medium
1012,33,2,2,539,medium,5,1,hard
1013,33,3,2,467,hard,10,1,hard
1014,33,4,2,545,hard,45,1,hard
1015,33,5,2,563,hard,18,1,hard
1016,33,6,2,624,hard,47,0,medium
1017,33,7,2,621,medium,40,1,medium
1018,33,8,2,650,medium,43,1,medium
1019,33,9,2,534,medium,45,1,medium
1020,34,0,0,173,medium,35,1,medium
1021,34,1,0,107,medium,33,0,easy
1022,34,2,0,58,easy,20,1,medium
1023,34,3,0,110,medium,21,1,medium
1024,34,4,0,79,medium,44,0,easy
1025,34,5,0,206,easy,44,0,easy
1026,34,6,0,212,easy,18,1,medium
1027,34,7,0,93,medium,44,1,medium
1028,34,8,0,81,medium,6,1,hard
1029,34,9,0,38,hard,37,1,hard
1030,34,0,1,418,medium,14,1,hard
1031,34,1,1,270,hard,21,1,hard
1032,34,2,1,273,hard,35,0,medium
1033,34,3,1,275,medium,20,0,medium
1034,34,4,1,364,medium,22,1,medium
1035,34,5,1,215,medium,56,0,easy
1036,34,6,1,342,easy,29,1,easy
1037,34,7,1,405,easy,16,1,medium
1038,34,8,1,403,medium,46,0,easy
1039,34,9,1,346,easy,30,0,easy
1040,34,0,2,534,medium,13,0,medium
1041,34,1,2,649,medium,12,0,medium
1042,34,2,2,571,medium,58,0,easy
1043,34,3,2,468,easy,31,0,easy
1044,34,4,2,597,easy,45,1,easy
1045,34,5,2,523,easy,52,0,easy
1046,34,6,2,503,easy,6,1,medium
1047,34,7,2,619,medium,28,0,easy
1048,34,8,2,444,easy,29,1,easy
1049,34,9,2,452,easy,15,0,easy
1050,35,0,0,62,medium,54,0,easy
1051,35,1,0,213,easy,60,0,easy
1052,35,2,0,7,easy,43,1,easy
1053,35,3,0,206,easy,22,0,easy
1054,35,4,0,209,easy,43,1,easy
1055,35,5,0,199,easy,9,0,easy
1056,35,6,0,168,easy,46,1,easy
1057,35,7,0,178,easy,11,1,medium
1058,35,8,0,104,medium,19,0,medium
1059,35,9,0,173,medium,29,0,easy
1060,35,0,1,353,medium,21,0,easy
1061,35,1,1,335,easy,40,0,easy
1062,35,2,1,286,easy,56,0,easy
1063,35,3,1,264,easy,9,0,easy
1064,35,4,1,300,easy,56,0,easy
1065,35,5,1,257,easy,55,1,easy
1066,35,6,1,295,easy,10,0,easy
1067,35,7,1,352,easy,39,1,easy
1068,35,8,1,360,easy,13,1,medium
1069,35,9,1,232,medium,5,1,hard
1070,35,0,2,637,medium,12,1,hard
1071,35,1,2,580,hard,56,0,medium
1072,35,2,2,571,medium,16,0,medium
1073,35,3,2,590,medium,16,0,medium
1074,35,4,2,446,medium,39,1,medium
1075,35,5,2,439,medium,18,1,hard
1076,35,6,2,515,hard,5,1,hard
1077,35,7,2,559,hard,20,0,medium
1078,35,8,2,502,medium,32,0,easy
1079,35,9,2,640,easy,47,1,easy
1080,36,0,0,49,medium,49,0,easy
1081,36,1,0,109,easy,5,0,easy
1082,36,2,0,44,easy,27,1,easy
1083,36,3,0,70,easy,30,0,easy
1084,36,4,0,130,easy,58,0,easy
1085,36,5,0,212,easy,24,1,easy
1086,36,6,0,11,easy,46,1,easy
1087,36,7,0,199,easy,36,1,easy
1088,36,8,0,7,easy,54,1,easy
1089,36,9,0,97,easy,22,1,easy
1090,36,0,1,382,medium,48,1,medium
1091,36,1,1,353,medium,49,0,easy
1092,36,2,1,237,easy,19,1,medium
1093,36,3,1,426,medium,12,1,hard
1094,36,4,1,389,hard,27,1,hard
1095,36,5,1,315,hard,52,1,hard
1096,36,6,1,367,hard,37,0,medium
1097,36,7,1,368,medium,31,1,medium
1098,36,8,1,418,medium,39,0,easy
1099,36,9,1,323,easy,59,1,easy
1100,36,0,2,531,medium,20,1,hard
1101,36,1,2,629,hard,48,1,hard
1102,36,2,2,517,hard,18,0,medium
1103,36,3,2,639,medium,7,1,hard
1104,36,4,2,641,hard,30,0,medium
1105,36,5,2,569,medium,52,0,easy
1106,36,6,2,627,easy,37,1,easy
1107,36,7,2,490,easy,44,1,easy
1108,36,8,2,573,easy,31,0,easy
1109,36,9,2,452,easy,26,1,easy
1110,37,0,0,180,medium,26,1,medium
1111,37,1,0,24,medium,35,1,medium
1112,37,2,0,52,medium,10,1,hard
1113,37,3,0,96,hard,24,1,hard
1114,37,4,0,40,hard,52,1,hard
1115,37,5,0,21,hard,25,0,medium
1116,37,6,0,72,medium,9,0,medium
1117,37,7,0,18,medium,41,1,medium
1118,37,8,0,53,medium,51,1,medium
1119,37,9,0,51,medium,39,0,easy
1120,37,0,1,330,medium,20,1,hard
1121,37,1,1,357,hard,6,1,hard
1122,37,2,1,427,hard,21,1,hard
1123,37,3,1,356,hard,16,0,medium
1124,37,4,1,297,medium,36,0,easy
1125,37,5,1,383,easy,18,0,easy
1126,37,6,1,342,easy,12,1,medium
1127,37,7,1,410,medium,28,0,easy
1128,37,8,1,216,easy,39,1,easy
1129,37,9,1,283,easy,33,1,easy
1130,37,0,2,499,medium,51,1,medium
1131,37,1,2,492,medium,50,1,medium
1132,37,2,2,645,medium,34,0,easy
1133,37,3,2,558,easy,27,0,easy
1134,37,4,2,506,easy,25,0,easy
1135,37,5,2,457,easy,33,0,easy
1136,37,6,2,538,easy,46,1,easy
1137,37,7,2,610,easy,59,1,easy
1138,37,8,2,472,easy,28,1,easy
1139,37,9,2,541,easy,22,1,easy
1140,38,0,0,202,medium,16,1,hard
1141,38,1,0,36,hard,53,0,medium
1142,38,2,0,47,medium,16,0,medium
1143,38,3,0,118,medium,37,1,medium
1144,38,4,0,76,medium,9,0,medium
1145,38,5,0,120,medium,32,0,easy
1146,38,6,0,80,easy,58,1,easy
1147,38,7,0,67,easy,47,1,easy
1148,38,8,0,166,easy,19,1,medium
1149,38,9,0,145,medium,37,1,medium
1150,38,0,1,306,medium,16,0,medium
1151,38,1,1,225,medium,53,1,medium
1152,38,2,1,240,medium,36,0,easy
1153,38,3,1,286,easy,46,1,easy
1154,38,4,1,321,easy,5,0,easy
1155,38,5,1,430,easy,58,0,easy
1156,38,6,1,414,easy,49,1,easy
1157,38,7,1,399,easy,35,0,easy
1158,38,8,1,304,easy,26,0,easy
1159,38,9,1,227,easy,56,1,easy
1160,38,0,2,642,medium,54,1,medium
1161,38,1,2,493,medium,37,0,easy
1162,38,2,2,554,easy,6,0,easy
1163,38,3,2,447,easy,24,0,easy
1164,38,4,2,432,easy,8,0,easy
1165,38,5,2,490,easy,32,1,easy
1166,38,6,2,529,easy,7,0,easy
1167,38,7,2,452,easy,42,1,easy
1168,38,8,2,541,easy,13,1,medium
1169,38,9,2,590,medium,26,0,easy
1170,39,0,0,187,medium,43,0,easy
1171,39,1,0,80,easy,49,1,easy
1172,39,2,0,192,easy,10,0,easy
1173,39,3,0,45,easy,49,1,easy
1174,39,4,0,151,easy,38,1,easy
1175,39,5,0,88,easy,37,1,easy
1176,39,6,0,42,easy,34,0,easy
1177,39,7,0,111,easy,36,0,easy
1178,39,8,0,185,easy,35,0,easy
1179,39,9,0,189,easy,49,1,easy
1180,39,0,1,413,medium,5,0,medium
1181,39,1,1,240,medium,48,0,easy
1182,39,2,1,408,easy,34,1,easy
1183,39,3,1,424,easy,15,0,easy
1184,39,4,1,295,easy,23,0,easy
1185,39,5,1,430,easy,23,1,easy
1186,39,6,1,362,easy,32,1,easy
1187,39,7,1,385,easy,59,0,easy
1188,39,8,1,319,easy,34,0,easy
1189,39,9,1,252,easy,40,1,easy
1190,39,0,2,446,medium,12,0,medium
1191,39,1,2,612,medium,5,1,hard
1192,39,2,2,568,hard,53,0,medium
1193,39,3,2,582,medium,59,1,medium
1194,39,4,2,475,medium,44,0,easy
1195,39,5,2,556,easy,22,0,easy
1196,39,6,2,586,easy,37,0,easy
1197,39,7,2,634,easy,16,1,medium
1198,39,8,2,505,medium,40,1,medium
1199,39,9,2,650,medium,45,1,medium
1200,40,0,0,23,medium,14,0,medium
1201,40,1,0,188,medium,47,0,easy
1202,40,2,0,166,easy,33,0,easy
1203,40,3,0,116,easy,42,0,easy
1204,40,4,0,103,easy,17,0,easy
1205,40,5,0,17,easy,41,0,easy
1206,40,6,0,109,easy,43,0,easy
1207,40,7,0,2,easy,53,1,easy
1208,40,8,0,128,easy,27,1,easy
1209,40,9,0,189,easy,23,0,easy
1210,40,0,1,384,medium,24,1,medium
1211,40,1,1,288,medium,55,0,easy
1212,40,2,1,254,easy,14,1,medium
1213,40,3,1,251,medium,60,1,medium
1214,40,4,1,329,medium,9,0,medium
1215,40,5,1,402,medium,22,1,medium
1216,40,6,1,347,medium,51,1,medium
1217,40,7,1,413,medium,21,1,medium
1218,40,8,1,301,medium,28,0,easy
1219,40,9,1,417,easy,57,1,easy
1220,40,0,2,460,medium,45,1,medium
1221,40,1,2,449,medium,32,1,medium
1222,40,2,2,604,medium,18,1,hard
1223,40,3,2,518,hard,15,0,medium
1224,40,4,2,621,medium,21,1,medium
1225,40,5,2,499,medium,34,1,medium
1226,40,6,2,455,medium,38,1,medium
1227,40,7,2,482,medium,12,0,medium
1228,40,8,2,442,medium,27,1,medium
1229,40,9,2,542,medium,59,0,easy
1230,41,0,0,129,medium,56,1,medium
1231,41,1,0,53,medium,49,1,medium
1232,41,2,0,106,medium,18,1,hard
1233,41,3,0,102,hard,58,0,medium
1234,41,4,0,207,medium,38,1,medium
1235,41,5,0,187,medium,29,1,medium
1236,41,6,0,41,medium,26,1,medium
1237,41,7,0,173,medium,15,0,medium
1238,41,8,0,179,medium,56,1,medium
1239,41,9,0,210,medium,29,0,easy
1240,41,0,1,426,medium,39,0,easy
1241,41,1,1,309,easy,50,1,easy
1242,41,2,1,276,easy,17,0,easy
1243,41,3,1,321,easy,44,1,easy
1244,41,4,1,243,easy,36,0,easy
1245,41,5,1,414,easy,12,0,easy
1246,41,6,1,396,easy,55,1,easy
1247,41,7,1,372,easy,52,0,easy
1248,41,8,1,375,easy,6,1,medium
1249,41,9,1,301,medium,54,0,easy
1250,41,0,2,569,medium,56,0,easy
1251,41,1,2,616,easy,35,1,easy
1252,41,2,2,441,easy,60,1,easy
1253,41,3,2,464,easy,8,0,easy
1254,41,4,2,543,easy,57,0,easy
1255,41,5,2,472,easy,5,1,medium
1256,41,6,2,512,medium,25,1,medium
1257,41,7,2,460,medium,52,0,easy
1258,41,8,2,466,easy,59,1,easy
1259,41,9,2,477,easy,8,1,medium
1260,42,0,0,62,medium,51,1,medium
1261,42,1,0,119,medium,53,0,easy
1262,42,2,0,153,easy,51,0,easy
1263,42,3,0,185,easy,49,1,easy
1264,42,4,0,22,easy,52,0,easy
1265,42,5,0,7,easy,7,0,easy
1266,42,6,0,189,easy,48,1,easy
1267,42,7,0,46,easy,39,1,easy
1268,42,8,0,48,easy,15,1,medium
1269,42,9,0,90,medium,56,1,medium
1270,42,0,1,294,medium,56,1,medium
1271,42,1,1,263,medium,23,0,easy
1272,42,2,1,321,easy,48,1,easy
1273,42,3,1,328,easy,53,0,easy
1274,42,4,1,216,easy,12,1,medium
1275,42,5,1,299,medium,9,1,hard
1276,42,6,1,242,hard,49,0,medium
1277,42,7,1,277,medium,8,0,medium
1278,42,8,1,274,medium,36,1,medium
1279,42,9,1,244,medium,27,0,easy
1280,42,0,2,504,medium,33,1,medium
1281,42,1,2,553,medium,21,0,easy
1282,42,2,2,556,easy,41,1,easy
1283,42,3,2,573,easy,41,0,easy
1284,42,4,2,577,easy,34,1,easy
1285,42,5,2,627,easy,32,1,easy
1286,42,6,2,435,easy,27,1,easy
1287,42,7,2,554,easy,39,0,easy
1288,42,8,2,622,easy,43,0,easy
1289,42,9,2,508,easy,24,0,easy
1290,43,0,0,65,medium,9,0,medium
1291,43,1,0,110,medium,25,1,medium
1292,43,2,0,23,medium,10,1,hard
1293,43,3,0,101,hard,12,1,hard
1294,43,4,0,32,hard,60,1,hard
1295,43,5,0,84,hard,14,0,medium
1296,43,6,0,150,medium,50,0,easy
1297,43,7,0,116,easy,51,1,easy
1298,43,8,0,42,easy,33,0,easy
1299,43,9,0,142,easy,37,0,easy
1300,43,0,1,380,medium,12,0,medium
1301,43,1,1,220,medium,29,1,medium
1302,43,2,1,215,medium,6,0,medium
1303,43,3,1,258,medium,34,0,easy
1304,43,4,1,338,easy,33,1,easy
1305,43,5,1,352,easy,54,0,easy
1306,43,6,1,342,easy,11,1,medium
1307,43,7,1,327,medium,9,1,hard
1308,43,8,1,260,hard,55,0,medium
1309,43,9,1,277,medium,24,0,easy
1310,43,0,2,539,medium,49,0,easy
1311,43,1,2,544,easy,44,1,easy
1312,43,2,2,472,easy,36,0,easy
1313,43,3,2,490,easy,17,0,easy
1314,43,4,2,615,easy,42,1,easy
1315,43,5,2,448,easy,9,1,medium
1316,43,6,2,645,medium,37,0,easy
1317,43,7,2,573,easy,30,1,easy
1318,43,8,2,437,easy,22,0,easy
1319,43,9,2,523,easy,40,1,easy
1320,44,0,0,141,medium,46,1,medium
1321,44,1,0,171,medium,38,1,medium
1322,44,2,0,113,medium,48,0,easy
1323,44,3,0,80,easy,40,1,easy
1324,44,4,0,185,easy,55,0,easy
1325,44,5,0,10,easy,33,1,easy
1326,44,6,0,195,easy,26,1,easy
1327,44,7,0,128,easy,22,0,easy
1328,44,8,0,95,easy,33,0,easy
1329,44,9,0,168,easy,27,1,easy
1330,44,0,1,401,medium,20,1,hard
1331,44,1,1,271,hard,33,1,hard
1332,44,2,1,221,hard,19,0,medium
1333,44,3,1,306,medium,58,1,medium
1334,44,4,1,382,medium,12,1,hard
1335,44,5,1,395,hard,20,1,hard
1336,44,6,1,291,hard,55,1,hard
1337,44,7,1,355,hard,24,1,hard
1338,44,8,1,296,hard,56,0,medium
1339,44,9,1,220,medium,5,0,medium
1340,44,0,2,542,medium,36,0,easy
1341,44,1,2,463,easy,19,0,easy
1342,44,2,2,468,easy,39,0,easy
1343,44,3,2,522,easy,28,1,easy
1344,44,4,2,541,easy,38,0,easy
1345,44,5,2,551,easy,41,1,easy
1346,44,6,2,448,easy,52,0,easy
1347,44,7,2,556,easy,12,1,medium
1348,44,8,2,533,medium,8,1,hard
1349,44,9,2,568,hard,43,0,medium
1350,45,0,0,186,medium,55,0,easy
1351,45,1,0,116,easy,21,0,easy
1352,45,2,0,203,easy,29,0,easy
1353,45,3,0,147,easy,15,1,medium
1354,45,4,0,173,medium,40,0,easy
1355,45,5,0,111,easy,17,0,easy
1356,45,6,0,131,easy,48,1,easy
1357,45,7,0,44,easy,58,1,easy
1358,45,8,0,15,easy,49,1,easy
1359,45,9,0,195,easy,38,1,easy
1360,45,0,1,401,medium,29,1,medium
1361,45,1,1,376,medium,22,1,medium
1362,45,2,1,329,medium,34,0,easy
1363,45,3,1,241,easy,37,1,easy
1364,45,4,1,335,easy,25,1,easy
1365,45,5,1,408,easy,13,1,medium
1366,45,6,1,251,medium,51,0,easy
1367,45,7,1,417,easy,52,0,easy
1368,45,8,1,217,easy,28,0,easy
1369,45,9,1,304,easy,27,1,easy
1370,45,0,2,479,medium,22,1,medium
1371,45,1,2,599,medium,28,0,easy
1372,45,2,2,586,easy,16,0,easy
1373,45,3,2,611,easy,44,0,easy
1374,45,4,2,448,easy,44,1,easy
1375,45,5,2,546,easy,25,1,easy
